Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,Target,Actual,Churn_Probability,Prediction,Recommendation
1480-IVEVR,Male,76,Yes,0,Montara,94037,37.540582,-122.509594,2,35,,Yes,4.16,Yes,Yes,Fiber Optic,28.0,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,81.6,2815.25,0.0,0,145.6,2960.85,Stayed,,,0,0,0.28609824990024785,0,No Action Needed
2260-USTRB,Female,75,No,0,Campo,91906,32.673483,-116.472863,0,2,,Yes,9.55,No,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2,115.95,0.0,0,19.1,135.05,Churned,Competitor,Competitor offered more data,1,1,0.7744229082912054,1,Provide Premium Tech Support
0822-GAVAP,Female,19,No,0,Posey,93260,35.861928,-118.636698,0,2,Offer E,No,,,Yes,DSL,76.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,62.25,0.0,0,0.0,62.25,Churned,Competitor,Competitor made better offer,1,1,0.6608271897861642,1,Provide Premium Tech Support
6807-SIWJI,Male,47,No,0,Groveland,95321,37.902968,-119.667544,0,38,Offer C,Yes,4.34,Yes,Yes,Fiber Optic,26.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.85,3887.25,0.0,0,164.92,4052.17,Stayed,,,0,0,0.33396533242307064,0,No Action Needed
5499-ECUTN,Female,49,Yes,0,Shafter,93263,35.490705,-119.286833,1,47,,Yes,6.56,No,Yes,DSL,11.0,Yes,No,Yes,No,Yes,No,No,No,One Year,Yes,Credit Card,66.05,3021.45,0.0,40,308.32,3369.77,Stayed,,,0,0,0.20396114998720224,0,No Action Needed
8979-CAMGB,Male,67,No,0,Vacaville,95687,38.333133,-121.920151,0,64,,Yes,10.07,Yes,Yes,Fiber Optic,26.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,102.1,6688.1,0.0,0,644.48,7332.58,Stayed,,,0,0,0.2837213243444593,0,No Action Needed
4415-IJZTP,Female,33,No,0,Los Angeles,90027,34.127194,-118.295647,0,1,,Yes,13.61,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.5,74.5,0.0,0,13.61,88.11,Churned,Competitor,Competitor had better devices,1,1,0.8412617634769585,1,Offer 20% Discount
6240-EURKS,Female,27,No,0,Plymouth,95669,38.489273,-120.891614,0,18,,No,,,Yes,DSL,85.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,35.0,553.0,0.0,70,0.0,623.0,Churned,Competitor,Competitor offered more data,1,1,0.32160152889924737,0,No Action Needed
9242-TKFSV,Male,53,Yes,0,Browns Valley,95918,39.292334,-121.320597,7,72,Offer A,No,,,Yes,DSL,15.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,65.1,4754.3,0.0,0,0.0,4754.3,Stayed,,,0,0,0.006597771432362464,0,No Action Needed
5385-SUIRI,Male,69,Yes,0,Delhi,95315,37.422961,-120.765493,0,52,,Yes,37.6,Yes,Yes,Fiber Optic,23.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.2,5568.35,0.0,0,1955.2,7523.55,Churned,Competitor,Competitor offered higher download speeds,1,1,0.45156348193903617,0,Offer Loyalty Reward
2178-PMGCJ,Male,22,No,0,Long Beach,90802,33.752524,-118.210737,0,22,Offer D,Yes,15.77,No,Yes,Fiber Optic,42.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.7,1490.4,0.0,0,346.94,1837.34,Stayed,,,0,0,0.34459747202908675,0,No Action Needed
3278-FSIXX,Female,34,No,0,Blue Lake,95525,40.94338,-123.831799,0,2,Offer E,Yes,39.5,No,Yes,Cable,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.25,74.2,0.0,0,79.0,153.2,Joined,,,0,0,0.5367999435749159,1,Offer Loyalty Reward
2860-RANUS,Female,67,No,0,Mc Kittrick,93251,35.38381,-119.730885,0,20,Offer D,Yes,29.29,Yes,Yes,Fiber Optic,15.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.8,1727.5,0.0,0,585.8,2313.3,Churned,Price,Price too high,1,1,0.5806480427928165,1,Offer Loyalty Reward
3259-FDWOY,Male,60,Yes,0,Elk Grove,95758,38.35363,-121.44195,3,71,Offer A,Yes,47.34,Yes,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.0,7723.7,0.0,0,3361.14,11084.84,Churned,Competitor,Competitor offered higher download speeds,1,1,0.11507966167647832,0,No Action Needed
6734-FQAJX,Male,65,No,0,Somerset,95684,38.606703,-120.586659,0,67,,Yes,34.23,No,Yes,Fiber Optic,11.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.05,7171.7,0.0,0,2293.41,9465.11,Stayed,,,0,0,0.14844241608711184,0,No Action Needed
9251-AWQGT,Female,19,Yes,3,Palmdale,93591,34.598221,-117.79593,2,48,,Yes,9.77,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.0,935.9,0.0,0,468.96,1404.86,Stayed,,,0,0,0.005410701704610694,0,No Action Needed
9860-LISIZ,Female,19,No,0,Palm Springs,92264,33.745746,-116.514215,0,34,,Yes,36.75,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.35,673.2,0.0,0,1249.5,1922.7,Stayed,,,0,0,0.041878017951421376,0,No Action Needed
1934-SJVJK,Male,35,No,0,Smith River,95567,41.950683,-124.097094,0,1,Offer E,Yes,40.51,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.15,20.15,0.0,0,40.51,60.66,Churned,Price,Long distance charges,1,1,0.3325610073095926,0,No Action Needed
7318-EIVKO,Male,38,No,0,Shandon,93461,35.634488,-120.293534,0,8,Offer E,Yes,48.2,Yes,Yes,DSL,22.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.25,436.6,0.0,0,385.6,822.2,Stayed,,,0,0,0.390207716141599,0,No Action Needed
3376-BMGFE,Female,42,No,1,Monrovia,91016,34.1528,-118.000482,0,4,Offer E,Yes,33.5,No,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.9,273.0,8.74,0,134.0,398.26,Churned,Dissatisfaction,Product dissatisfaction,1,1,0.5919489083867486,1,Offer Loyalty Reward
3106-ULWFW,Female,32,Yes,0,Fontana,92337,34.049671,-117.468896,0,8,Offer E,Yes,26.41,Yes,Yes,Fiber Optic,16.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.2,627.4,0.0,0,211.28,838.68,Churned,Competitor,Competitor had better devices,1,1,0.6973431762966028,1,Provide Premium Tech Support
0323-XWWTN,Male,44,No,1,San Lucas,93954,36.125529,-120.864443,0,3,,Yes,33.87,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,26.4,121.25,0.0,0,101.61,222.86,Joined,,,0,0,0.08546245424146781,0,No Action Needed
2372-HWUHI,Male,45,No,0,Lakewood,90712,33.840524,-118.148403,0,2,Offer E,Yes,46.84,No,Yes,DSL,3.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.35,81.25,0.0,0,93.68,174.93,Churned,Other,Don't know,1,1,0.5521892159603538,1,Offer Loyalty Reward
1432-FPAXX,Female,53,No,0,Beale Afb,95903,39.125311,-121.392283,0,29,,No,,,Yes,DSL,7.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.6,856.35,0.0,0,0.0,856.35,Churned,Dissatisfaction,Product dissatisfaction,1,1,0.29449222081587034,0,No Action Needed
9430-NKQLY,Male,49,Yes,2,Arcadia,91006,34.137319,-118.029837,7,72,Offer A,Yes,27.93,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,25.1,1790.8,46.81,0,2010.96,3754.95,Stayed,,,0,0,0.006019761815931446,0,No Action Needed
8091-TTVAX,Male,39,Yes,0,Los Angeles,90014,34.043144,-118.251977,7,58,Offer B,Yes,5.69,Yes,Yes,Fiber Optic,10.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,100.35,5681.1,0.0,0,330.02,6011.12,Stayed,,,0,0,0.16670322562870704,0,No Action Needed
1728-BQDMA,Female,22,No,0,Penryn,95663,38.859093,-121.182872,0,2,Offer E,Yes,18.7,No,Yes,DSL,59.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.45,82.7,0.0,0,37.4,120.1,Joined,,,0,0,0.5292970957263688,1,Offer Loyalty Reward
8999-EXMNO,Female,48,Yes,3,Dos Rios,95429,39.756049,-123.358701,1,19,Offer D,Yes,31.85,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.15,387.7,2.97,0,605.15,989.88,Stayed,,,0,0,0.014804508274170774,0,No Action Needed
5174-ITUMV,Male,37,Yes,2,San Jacinto,92583,33.796568,-116.924723,0,67,Offer A,Yes,38.98,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.4,6989.45,0.0,0,2611.66,9601.11,Stayed,,,0,0,0.21202401535306856,0,No Action Needed
1575-KRZZE,Female,64,No,0,Murphys,95247,38.147852,-120.440124,0,4,Offer E,Yes,7.49,No,Yes,Cable,17.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.2,220.65,0.0,0,29.96,250.61,Stayed,,,0,0,0.5245968689652974,1,Offer Loyalty Reward
5696-JVVQY,Female,56,Yes,3,Davis,95616,38.508735,-121.678813,1,48,Offer B,Yes,4.45,No,Yes,DSL,57.0,Yes,Yes,Yes,No,No,Yes,Yes,No,Two Year,Yes,Credit Card,70.1,3238.4,0.0,30,213.6,3482.0,Stayed,,,0,0,0.0660179119523577,0,No Action Needed
4616-ULAOA,Female,33,Yes,2,Escondido,92029,33.079834,-117.134275,1,65,Offer B,Yes,45.21,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.8,7245.9,0.0,0,2938.65,10184.55,Stayed,,,0,0,0.09753582246360178,0,No Action Needed
8734-FNWVH,Male,21,Yes,1,West Covina,91792,34.024405,-117.898722,6,31,,Yes,30.67,Yes,Yes,DSL,59.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,59.7,1825.5,0.0,0,950.77,2776.27,Stayed,,,0,0,0.04590107379085276,0,No Action Needed
0306-JAELE,Male,61,No,0,Fallbrook,92028,33.362575,-117.299644,0,5,,Yes,31.09,No,Yes,Fiber Optic,11.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.1,453.4,0.0,0,155.45,608.85,Churned,Competitor,Competitor made better offer,1,1,0.6882929299919109,1,Provide Premium Tech Support
6692-YQHXC,Male,43,No,0,Sacramento,95842,38.687367,-121.34848,0,16,,Yes,27.43,No,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.95,1205.5,0.0,0,438.88,1644.38,Stayed,,,0,0,0.3956258594595733,0,No Action Needed
4759-TRPLW,Male,40,No,0,Long Beach,90822,33.778436,-118.118648,0,1,Offer E,Yes,29.63,No,Yes,Fiber Optic,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.4,70.4,0.0,0,29.63,100.03,Churned,Competitor,Competitor had better devices,1,1,0.846265058440475,1,Offer 20% Discount
1760-CAZHT,Male,55,No,3,Glendale,91202,34.167926,-118.267539,0,25,,Yes,3.07,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.8,460.2,21.81,0,76.75,515.14,Stayed,,,0,0,0.046778783726695077,0,No Action Needed
2346-DJQTB,Female,54,No,0,Fairfax,94930,37.971751,-122.611873,0,35,,No,,,Yes,DSL,21.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,24.15,812.5,0.0,40,0.0,852.5,Stayed,,,0,0,0.30660984453791945,0,No Action Needed
2405-LBMUW,Female,25,Yes,1,Oceanside,92057,33.254497,-117.285879,1,61,Offer B,No,,,Yes,DSL,59.0,Yes,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,50.7,3088.75,0.0,20,0.0,3108.75,Stayed,,,0,0,0.10723681495506449,0,No Action Needed
3148-AOIQT,Female,23,Yes,0,Sacramento,95837,38.691607,-121.602284,10,69,,Yes,45.12,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,24.95,1718.35,0.0,0,3113.28,4831.63,Stayed,,,0,0,0.028632153466486666,0,No Action Needed
2609-IAICY,Female,32,No,0,North Fork,93643,37.244307,-119.470256,0,1,,Yes,27.7,Yes,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,77.15,77.15,0.0,10,27.7,114.85,Churned,Dissatisfaction,Limited range of services,1,1,0.8524601813673511,1,Offer 20% Discount
3307-TLCUD,Male,36,Yes,0,Los Angeles,90001,33.973616,-118.24902,1,17,,No,,,Yes,Cable,10.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,34.4,592.75,0.0,0,0.0,592.75,Stayed,,,0,0,0.3944170899080368,0,No Action Needed
2277-DJJDL,Male,69,Yes,0,La Grange,95329,37.666587,-120.411517,5,60,Offer B,Yes,10.4,Yes,Yes,Fiber Optic,5.0,No,No,No,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,99.0,6017.9,0.0,150,624.0,6791.9,Stayed,,,0,0,0.10712655330720101,0,No Action Needed
7450-NWRTR,Male,76,No,0,San Diego,92126,32.886925,-117.152162,0,12,,Yes,21.89,Yes,Yes,Fiber Optic,26.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.45,1200.15,0.0,0,262.68,1462.83,Churned,Competitor,Competitor made better offer,1,1,0.7864686078160581,1,Provide Premium Tech Support
8815-LMFLX,Male,61,Yes,4,Martinez,94553,38.014457,-122.115432,8,25,Offer C,Yes,19.56,Yes,No,,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,-8.0,546.85,0.0,0,489.0,1035.85,Stayed,,,0,0,0.049140547786856115,0,No Action Needed
2842-JTCCU,Male,27,No,0,Hopland,95449,38.93706,-123.118111,0,2,Offer E,Yes,29.69,No,Yes,Cable,52.0,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,46.05,80.35,0.0,10,59.38,149.73,Churned,Attitude,Attitude of service provider,1,1,0.6115855217898595,1,Provide Premium Tech Support
7402-PWYJJ,Female,21,Yes,0,Sacramento,95841,38.660442,-121.346321,2,53,Offer B,Yes,42.18,Yes,Yes,Fiber Optic,53.0,No,No,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,91.15,4862.5,0.0,150,2235.54,7248.04,Stayed,,,0,0,0.20423658012422613,0,No Action Needed
5143-WMWOG,Male,62,No,0,Stratford,93266,36.175255,-119.813805,0,1,,Yes,17.61,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.95,19.95,0.0,0,17.61,37.56,Churned,Attitude,Attitude of support person,1,1,0.32496069748056633,0,No Action Needed
5995-LFTLE,Male,39,No,0,Lower Lake,95457,38.925545,-122.549083,0,58,,Yes,48.78,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,25.3,1474.35,0.0,0,2829.24,4303.59,Stayed,,,0,0,0.01534072623917185,0,No Action Needed
8943-URTMR,Female,56,No,0,Lawndale,90260,33.88856,-118.351813,0,2,Offer E,Yes,29.04,No,Yes,Fiber Optic,21.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,79.65,152.7,0.0,0,58.08,210.78,Churned,Price,Lack of affordable download/upload speed,1,1,0.7321589232144374,1,Provide Premium Tech Support
7083-YNSKY,Female,22,No,0,Lodi,95242,38.128087,-121.4078,0,15,Offer D,Yes,45.84,Yes,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,25.4,399.6,0.0,0,687.6,1087.2,Churned,Attitude,Attitude of support person,1,1,0.11151732317726555,0,No Action Needed
1038-RQOST,Male,43,Yes,2,Zenia,95595,40.170357,-123.417298,6,19,Offer D,Yes,4.7,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.6,414.95,0.0,0,89.3,504.25,Stayed,,,0,0,0.03872138031660837,0,No Action Needed
0454-OKRCT,Male,32,No,0,Palo Alto,94301,37.444314,-122.149996,0,33,Offer C,Yes,34.85,No,Yes,Fiber Optic,27.0,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,80.6,2651.1,0.0,0,1150.05,3801.15,Stayed,,,0,0,0.14667565246563227,0,No Action Needed
7241-AJHFS,Male,53,No,0,Escondido,92027,33.141265,-116.967221,0,32,,Yes,6.2,Yes,Yes,Fiber Optic,25.0,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,87.65,2766.4,47.87,150,198.4,3066.93,Stayed,,,0,0,0.37952629981436026,0,No Action Needed
8788-DOXSU,Male,46,No,0,Frazier Park,93225,34.827662,-118.999073,0,59,,Yes,9.7,No,Yes,DSL,6.0,No,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,61.35,3645.5,0.0,0,572.3,4217.8,Stayed,,,0,0,0.13047806857025246,0,No Action Needed
3262-EIDHV,Female,46,Yes,1,Inglewood,90304,33.936827,-118.359824,1,72,Offer A,Yes,24.9,Yes,Yes,DSL,19.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.7,5893.9,0.0,0,1792.8,7686.7,Stayed,,,0,0,0.01460710770579217,0,No Action Needed
6856-RAURS,Female,50,No,0,Rio Oso,95674,38.954144,-121.482536,0,2,,Yes,41.08,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.9,136.05,0.0,0,82.16,218.21,Joined,,,0,0,0.744496145265243,1,Provide Premium Tech Support
6050-FFXES,Female,51,Yes,0,Garden Grove,92844,33.766476,-117.969795,3,69,,Yes,14.69,Yes,Yes,Fiber Optic,6.0,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,105.35,7240.65,0.0,50,1013.61,8304.26,Stayed,,,0,0,0.07323556995582667,0,No Action Needed
0565-IYCGT,Male,51,No,0,San Diego,92117,32.825086,-117.199424,0,69,Offer A,Yes,29.38,Yes,Yes,DSL,9.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,78.6,5356.45,0.0,0,2027.22,7383.67,Churned,Competitor,Competitor made better offer,1,1,0.10789722869019192,0,No Action Needed
1535-VTJOQ,Female,19,No,0,Thornton,95686,38.157794,-121.520223,0,24,,Yes,26.64,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.15,553.0,0.0,0,639.36,1192.36,Stayed,,,0,0,0.1456445267051632,0,No Action Needed
9938-PRCVK,Female,45,Yes,1,Stevenson Ranch,91381,34.364153,-118.615583,1,41,,Yes,23.95,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.7,804.25,0.0,0,981.95,1786.2,Stayed,,,0,0,0.008896957844874298,0,No Action Needed
1135-HIORI,Female,48,Yes,3,Byron,94514,37.83323,-121.601461,3,64,Offer B,Yes,39.37,Yes,Yes,Fiber Optic,53.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.45,7266.95,0.0,0,2519.68,9786.63,Stayed,,,0,0,0.013127635538893748,0,No Action Needed
3441-CGZJH,Female,46,Yes,2,Lost Hills,93249,35.637715,-119.893068,8,43,,No,,,Yes,DSL,10.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,60.4,2640.55,0.0,100,0.0,2740.55,Stayed,,,0,0,0.05183500238606126,0,No Action Needed
5317-FLPJF,Female,25,No,0,Altadena,91001,34.196837,-118.142236,0,66,Offer A,No,,,Yes,DSL,73.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,61.35,4193.4,0.0,130,0.0,4323.4,Stayed,,,0,0,0.05668431908773007,0,No Action Needed
3951-NJCVI,Female,76,Yes,0,Cathedral City,92234,33.829583,-116.474131,10,42,,Yes,42.29,Yes,Yes,Fiber Optic,10.0,No,No,No,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,95.05,3944.5,0.0,100,1776.18,5820.68,Stayed,,,0,0,0.18755824046132374,0,No Action Needed
3966-HRMZA,Female,74,No,0,Bishop,93514,37.04584,-118.397236,0,3,Offer E,Yes,41.44,No,Yes,Fiber Optic,13.0,No,No,Yes,No,No,No,No,No,One Year,No,Credit Card,75.05,202.9,5.49,10,124.32,331.73,Joined,,,0,0,0.4536994214124783,0,Offer Loyalty Reward
0193-ESZXP,Female,73,Yes,0,Oceano,93445,35.059695,-120.604741,1,58,,Yes,16.94,No,Yes,Fiber Optic,19.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.5,6205.5,0.0,0,982.52,7188.02,Churned,Attitude,Attitude of support person,1,1,0.3114295646361954,0,No Action Needed
2642-MAWLJ,Female,26,Yes,2,Menlo Park,94025,37.449551,-122.183762,8,36,Offer C,Yes,42.51,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,20.25,717.95,0.0,0,1530.36,2248.31,Stayed,,,0,0,0.000551641568233032,0,No Action Needed
1767-TGTKO,Female,30,Yes,2,Dana Point,92629,33.477923,-117.705314,0,8,Offer E,Yes,5.09,No,Yes,DSL,51.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.45,411.75,0.0,0,40.72,452.47,Stayed,,,0,0,0.26668736845336327,0,No Action Needed
3855-ONCAR,Female,35,Yes,3,Arcadia,91006,34.137319,-118.029837,9,4,,Yes,41.93,No,Yes,Fiber Optic,53.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,78.9,299.75,37.01,0,167.72,430.46,Stayed,,,0,0,0.26112145173591067,0,No Action Needed
5846-QFDFI,Female,21,Yes,1,Pine Valley,91962,32.800671,-116.483363,6,33,Offer C,Yes,11.01,Yes,Yes,Fiber Optic,73.0,No,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,88.6,2888.7,0.0,0,363.33,3252.03,Stayed,,,0,0,0.06917954450784228,0,No Action Needed
8871-JLMHM,Female,27,Yes,0,Los Angeles,90061,33.92128,-118.274186,3,68,Offer A,Yes,3.41,Yes,Yes,Fiber Optic,26.0,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,90.2,6297.65,0.0,0,231.88,6529.53,Stayed,,,0,0,0.05252393903643477,0,No Action Needed
4706-DGAHW,Male,73,No,0,California Hot Springs,93207,35.865795,-118.69759,0,1,Offer E,Yes,49.34,No,Yes,DSL,15.0,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,45.2,45.2,0.0,0,49.34,94.54,Joined,,,0,0,0.3308055524520392,0,No Action Needed
6956-SMUCM,Female,29,No,0,Miranda,95553,40.210895,-123.86,0,3,,Yes,33.39,No,Yes,Fiber Optic,59.0,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,99.0,287.4,0.0,10,100.17,397.57,Churned,Competitor,Competitor offered higher download speeds,1,1,0.6060275651615649,1,Provide Premium Tech Support
3452-SRFEG,Male,39,No,0,La Verne,91750,34.144703,-117.770299,0,49,Offer B,Yes,23.82,Yes,Yes,Fiber Optic,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.6,3720.35,0.0,0,1167.18,4887.53,Stayed,,,0,0,0.323854644327822,0,No Action Needed
6827-IEAUQ,Female,46,Yes,0,Los Angeles,90035,34.051809,-118.383843,5,27,,Yes,40.21,No,Yes,DSL,13.0,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,66.15,1874.45,0.0,0,1085.67,2960.12,Stayed,,,0,0,0.02556329753944446,0,No Action Needed
0280-XJGEX,Male,38,No,1,Los Angeles,90015,34.039224,-118.266293,0,49,,Yes,44.33,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.7,5036.3,0.0,0,2172.17,7208.47,Churned,Competitor,Competitor had better devices,1,1,0.27745134849108904,0,No Action Needed
4210-QFJMF,Female,41,No,0,Fallbrook,92028,33.362575,-117.299644,0,4,Offer E,Yes,36.91,No,Yes,Fiber Optic,23.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,317.25,0.0,0,147.64,464.89,Churned,Competitor,Competitor made better offer,1,1,0.7120689877086526,1,Provide Premium Tech Support
3506-LCJDC,Male,52,Yes,3,Modesto,95358,37.612612,-121.108568,1,1,,Yes,8.03,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.95,19.95,0.0,0,8.03,27.98,Churned,Price,Long distance charges,1,1,0.31630880002198053,0,No Action Needed
6919-ELBGL,Male,75,Yes,0,Big Pine,93513,37.245505,-118.062943,3,72,Offer A,Yes,21.38,Yes,Yes,Fiber Optic,2.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,114.95,8196.4,0.0,0,1539.36,9735.76,Stayed,,,0,0,0.03690454117494593,0,No Action Needed
3088-LHEFH,Female,28,No,0,Pollock Pines,95726,38.733908,-120.453416,0,11,Offer D,Yes,10.06,Yes,Yes,Fiber Optic,48.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.0,929.3,0.0,0,110.66,1039.96,Stayed,,,0,0,0.5193779631793928,1,Offer Loyalty Reward
5998-DZLYR,Female,55,Yes,0,Sutter,95982,39.172777,-121.805845,1,61,Offer B,Yes,25.14,Yes,Yes,Fiber Optic,13.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.35,5703.0,29.88,0,1533.54,7206.66,Stayed,,,0,0,0.15716065245697464,0,No Action Needed
2703-AMTUL,Male,40,Yes,1,Lookout,96054,41.280478,-121.160249,2,36,,Yes,8.0,No,Yes,Cable,19.0,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,53.65,1939.35,0.0,0,288.0,2227.35,Stayed,,,0,0,0.029069999532901254,0,No Action Needed
